school_year,division,school,subgroup,n_students,percent,school_level,school_short
2016-2017,CCS,Buford Middle,Foster Care,0,0,Middle,Buford
2016-2017,CCS,Burnley-Moran Elementary,All Students,36,9.7,Elementary,Burnley-Moran
2016-2017,CCS,Burnley-Moran Elementary,Asian,1,7.1,Elementary,Burnley-Moran
2016-2017,CCS,Burnley-Moran Elementary,Black,17,15.5,Elementary,Burnley-Moran
2016-2017,CCS,Burnley-Moran Elementary,Hispanic,1,3,Elementary,Burnley-Moran
2016-2017,CCS,Burnley-Moran Elementary,White,17,8.8,Elementary,Burnley-Moran
2016-2017,CCS,Burnley-Moran Elementary,Multiple Races,0,0,Elementary,Burnley-Moran
2016-2017,CCS,Burnley-Moran Elementary,Students with Disabilities,6,12.8,Elementary,Burnley-Moran
2016-2017,CCS,Burnley-Moran Elementary,Economically Disadvantaged,25,13.7,Elementary,Burnley-Moran
2016-2017,CCS,Burnley-Moran Elementary,English Learners,3,8.1,Elementary,Burnley-Moran
2016-2017,CCS,Burnley-Moran Elementary,Homeless,0,0,Elementary,Burnley-Moran
2016-2017,CCS,Burnley-Moran Elementary,Military Connected,0,0,Elementary,Burnley-Moran
2016-2017,CCS,Burnley-Moran Elementary,Foster Care,0,0,Elementary,Burnley-Moran
2016-2017,CCS,Charlottesville High,All Students,83,6.9,High,CHS
2016-2017,CCS,Charlottesville High,American Indian,0,0,High,CHS
2016-2017,CCS,Charlottesville High,Asian,3,3.8,High,CHS
2016-2017,CCS,Charlottesville High,Black,40,10,High,CHS
2016-2017,CCS,Charlottesville High,Hispanic,5,3.9,High,CHS
2016-2017,CCS,Charlottesville High,Native Hawaiian,0,0,High,CHS
2016-2017,CCS,Charlottesville High,White,23,4.3,High,CHS
2016-2017,CCS,Charlottesville High,Multiple Races,12,23.5,High,CHS
2016-2017,CCS,Charlottesville High,Students with Disabilities,13,8.4,High,CHS
2016-2017,CCS,Charlottesville High,Economically Disadvantaged,55,9.5,High,CHS
2016-2017,CCS,Charlottesville High,English Learners,9,5.8,High,CHS
2016-2017,CCS,Charlottesville High,Homeless,1,10,High,CHS
2016-2017,CCS,Charlottesville High,Military Connected,0,0,High,CHS
2016-2017,CCS,Charlottesville High,Foster Care,0,0,High,CHS
2016-2017,CCS,Clark Elementary,All Students,40,13.8,Elementary,Clark
2016-2017,CCS,Clark Elementary,Asian,3,21.4,Elementary,Clark
2016-2017,CCS,Clark Elementary,Black,20,14.6,Elementary,Clark
2016-2017,CCS,Clark Elementary,Hispanic,3,7.3,Elementary,Clark
2016-2017,CCS,Clark Elementary,White,13,16,Elementary,Clark
2016-2017,CCS,Clark Elementary,Multiple Races,1,6.3,Elementary,Clark
2016-2017,CCS,Clark Elementary,Students with Disabilities,7,12.5,Elementary,Clark
2016-2017,CCS,Clark Elementary,Economically Disadvantaged,33,17,Elementary,Clark
2016-2017,CCS,Clark Elementary,English Learners,8,15.7,Elementary,Clark
2016-2017,CCS,Clark Elementary,Homeless,1,8.3,Elementary,Clark
2016-2017,CCS,Clark Elementary,Foster Care,0,0,Elementary,Clark
2016-2017,CCS,Greenbrier Elementary,All Students,20,5.8,Elementary,Greenbrier
2016-2017,CCS,Greenbrier Elementary,Asian,1,2.3,Elementary,Greenbrier
2016-2017,CCS,Greenbrier Elementary,Black,7,11.9,Elementary,Greenbrier
2016-2017,CCS,Greenbrier Elementary,Hispanic,5,10.9,Elementary,Greenbrier
2016-2017,CCS,Greenbrier Elementary,White,5,3,Elementary,Greenbrier
2016-2017,CCS,Greenbrier Elementary,Multiple Races,2,6.7,Elementary,Greenbrier
2016-2017,CCS,Greenbrier Elementary,Students with Disabilities,2,11.8,Elementary,Greenbrier
2016-2017,CCS,Greenbrier Elementary,Economically Disadvantaged,17,12.3,Elementary,Greenbrier
2016-2017,CCS,Greenbrier Elementary,English Learners,10,13,Elementary,Greenbrier
2016-2017,CCS,Greenbrier Elementary,Military Connected,0,0,Elementary,Greenbrier
2016-2017,CCS,Greenbrier Elementary,Foster Care,0,0,Elementary,Greenbrier
2016-2017,CCS,Jackson-Via Elementary,All Students,22,7.2,Elementary,Jackson-Via
2016-2017,CCS,Jackson-Via Elementary,Asian,0,0,Elementary,Jackson-Via
2016-2017,CCS,Jackson-Via Elementary,Black,13,8.3,Elementary,Jackson-Via
2016-2017,CCS,Jackson-Via Elementary,Hispanic,4,7.1,Elementary,Jackson-Via
2016-2017,CCS,Jackson-Via Elementary,White,4,5.7,Elementary,Jackson-Via
2016-2017,CCS,Jackson-Via Elementary,Multiple Races,1,5.3,Elementary,Jackson-Via
2016-2017,CCS,Jackson-Via Elementary,Students with Disabilities,5,8.6,Elementary,Jackson-Via
2016-2017,CCS,Jackson-Via Elementary,Economically Disadvantaged,16,11,Elementary,Jackson-Via
2016-2017,CCS,Jackson-Via Elementary,English Learners,1,1.9,Elementary,Jackson-Via
2016-2017,CCS,Jackson-Via Elementary,Homeless,0,0,Elementary,Jackson-Via
2016-2017,CCS,Jackson-Via Elementary,Military Connected,0,0,Elementary,Jackson-Via
2016-2017,CCS,Johnson Elementary,All Students,31,9.5,Elementary,Johnson
2016-2017,CCS,Johnson Elementary,American Indian,0,0,Elementary,Johnson
2016-2017,CCS,Johnson Elementary,Asian,1,5.9,Elementary,Johnson
2016-2017,CCS,Johnson Elementary,Black,15,10.3,Elementary,Johnson
2016-2017,CCS,Johnson Elementary,Hispanic,3,7.7,Elementary,Johnson
2016-2017,CCS,Johnson Elementary,White,7,7.1,Elementary,Johnson
2016-2017,CCS,Johnson Elementary,Multiple Races,2,9.5,Elementary,Johnson
2016-2017,CCS,Johnson Elementary,Students with Disabilities,4,11.1,Elementary,Johnson
2016-2017,CCS,Johnson Elementary,Economically Disadvantaged,25,12.3,Elementary,Johnson
2016-2017,CCS,Johnson Elementary,English Learners,3,5.7,Elementary,Johnson
2016-2017,CCS,Johnson Elementary,Homeless,4,22.2,Elementary,Johnson
2016-2017,CCS,Johnson Elementary,Military Connected,0,0,Elementary,Johnson
2016-2017,CCS,Johnson Elementary,Foster Care,0,0,Elementary,Johnson
2016-2017,CCS,Venable Elementary,All Students,17,5.3,Elementary,Venable
2016-2017,CCS,Venable Elementary,Asian,3,12.5,Elementary,Venable
2016-2017,CCS,Venable Elementary,Black,4,5.8,Elementary,Venable
2016-2017,CCS,Venable Elementary,Hispanic,0,0,Elementary,Venable
2016-2017,CCS,Venable Elementary,White,8,4.1,Elementary,Venable
2016-2017,CCS,Venable Elementary,Multiple Races,2,12.5,Elementary,Venable
2016-2017,CCS,Venable Elementary,Students with Disabilities,2,6.9,Elementary,Venable
2016-2017,CCS,Venable Elementary,Economically Disadvantaged,9,7.5,Elementary,Venable
2016-2017,CCS,Venable Elementary,English Learners,5,16.7,Elementary,Venable
2016-2017,CCS,Venable Elementary,Homeless,0,0,Elementary,Venable
2016-2017,CCS,Venable Elementary,Military Connected,0,0,Elementary,Venable
2016-2017,CCS,Walker Upper Elementary,All Students,33,5.7,Middle,Walker
2016-2017,CCS,Walker Upper Elementary,American Indian,0,0,Middle,Walker
2016-2017,CCS,Walker Upper Elementary,Asian,1,2.9,Middle,Walker
2016-2017,CCS,Walker Upper Elementary,Black,21,9.9,Middle,Walker
2016-2017,CCS,Walker Upper Elementary,Hispanic,3,3.8,Middle,Walker
2016-2017,CCS,Walker Upper Elementary,White,6,3,Middle,Walker
2016-2017,CCS,Walker Upper Elementary,Multiple Races,2,4.7,Middle,Walker
2016-2017,CCS,Walker Upper Elementary,Students with Disabilities,9,10.8,Middle,Walker
2016-2017,CCS,Walker Upper Elementary,Economically Disadvantaged,28,8.2,Middle,Walker
2016-2017,CCS,Walker Upper Elementary,English Learners,2,2.1,Middle,Walker
2016-2017,CCS,Walker Upper Elementary,Homeless,4,33.3,Middle,Walker
2016-2017,CCS,Walker Upper Elementary,Military Connected,0,0,Middle,Walker
2016-2017,CCS,Walker Upper Elementary,Foster Care,0,0,Middle,Walker
2017-2018,ACPS,Agnor-Hurt Elementary,All Students,26,5.4,Elementary,Agnor-Hurt
2017-2018,ACPS,Agnor-Hurt Elementary,Asian,1,5.3,Elementary,Agnor-Hurt
2017-2018,ACPS,Agnor-Hurt Elementary,Black,5,4.6,Elementary,Agnor-Hurt
2017-2018,ACPS,Agnor-Hurt Elementary,Hispanic,10,8.8,Elementary,Agnor-Hurt
2017-2018,ACPS,Agnor-Hurt Elementary,White,7,3.7,Elementary,Agnor-Hurt
2017-2018,ACPS,Agnor-Hurt Elementary,Multiple Races,3,5.7,Elementary,Agnor-Hurt
2017-2018,ACPS,Agnor-Hurt Elementary,Students with Disabilities,3,5.2,Elementary,Agnor-Hurt
2017-2018,ACPS,Agnor-Hurt Elementary,Economically Disadvantaged,18,6.9,Elementary,Agnor-Hurt
2017-2018,ACPS,Agnor-Hurt Elementary,English Learners,7,6.4,Elementary,Agnor-Hurt
2017-2018,ACPS,Agnor-Hurt Elementary,Homeless,0,0,Elementary,Agnor-Hurt
2017-2018,ACPS,Agnor-Hurt Elementary,Military Connected,0,0,Elementary,Agnor-Hurt
2017-2018,ACPS,Albemarle County Community Public Charter,All Students,2,5.1,Middle,ACCP
2017-2018,ACPS,Albemarle County Community Public Charter,Asian,0,0,Middle,ACCP
2017-2018,ACPS,Albemarle County Community Public Charter,Black,0,0,Middle,ACCP
2017-2018,ACPS,Albemarle County Community Public Charter,Hispanic,0,0,Middle,ACCP
2017-2018,ACPS,Albemarle County Community Public Charter,White,2,6.5,Middle,ACCP
2017-2018,ACPS,Albemarle County Community Public Charter,Multiple Races,0,0,Middle,ACCP
2017-2018,ACPS,Albemarle County Community Public Charter,Students with Disabilities,1,5.6,Middle,ACCP
2017-2018,ACPS,Albemarle County Community Public Charter,Economically Disadvantaged,2,15.4,Middle,ACCP
2017-2018,ACPS,Albemarle County Community Public Charter,English Learners,0,0,Middle,ACCP
2017-2018,ACPS,Albemarle County Community Public Charter,Military Connected,0,0,Middle,ACCP
2017-2018,ACPS,Albemarle High,All Students,180,9.1,High,AHS
2017-2018,ACPS,Albemarle High,American Indian,0,0,High,AHS
2017-2018,ACPS,Albemarle High,Asian,7,4.4,High,AHS
2017-2018,ACPS,Albemarle High,Black,24,8.4,High,AHS
2017-2018,ACPS,Albemarle High,Hispanic,51,20,High,AHS
2017-2018,ACPS,Albemarle High,White,84,7.2,High,AHS
2017-2018,ACPS,Albemarle High,Multiple Races,14,12.7,High,AHS
2017-2018,ACPS,Albemarle High,Students with Disabilities,28,11.5,High,AHS
2017-2018,ACPS,Albemarle High,Economically Disadvantaged,78,13,High,AHS
2017-2018,ACPS,Albemarle High,English Learners,36,16.8,High,AHS
2017-2018,ACPS,Albemarle High,Homeless,7,29.2,High,AHS
2017-2018,ACPS,Albemarle High,Military Connected,2,6.3,High,AHS
2017-2018,ACPS,Albemarle High,Foster Care,0,0,High,AHS
2017-2018,ACPS,Baker-Butler Elem,All Students,43,6.8,Elementary,Baker-Butler
2017-2018,ACPS,Baker-Butler Elem,Asian,3,10.7,Elementary,Baker-Butler
2017-2018,ACPS,Baker-Butler Elem,Black,4,7.5,Elementary,Baker-Butler
2017-2018,ACPS,Baker-Butler Elem,Hispanic,6,6.7,Elementary,Baker-Butler
2017-2018,ACPS,Baker-Butler Elem,White,30,7.1,Elementary,Baker-Butler
2017-2018,ACPS,Baker-Butler Elem,Multiple Races,0,0,Elementary,Baker-Butler
2017-2018,ACPS,Baker-Butler Elem,Students with Disabilities,7,11.9,Elementary,Baker-Butler
2017-2018,ACPS,Baker-Butler Elem,Economically Disadvantaged,24,13.3,Elementary,Baker-Butler
2017-2018,ACPS,Baker-Butler Elem,English Learners,4,7.1,Elementary,Baker-Butler
2017-2018,ACPS,Baker-Butler Elem,Homeless,0,0,Elementary,Baker-Butler
2017-2018,ACPS,Baker-Butler Elem,Military Connected,6,14.6,Elementary,Baker-Butler
2017-2018,ACPS,Baker-Butler Elem,Foster Care,0,0,Elementary,Baker-Butler
2017-2018,ACPS,Broadus Wood Elementary,All Students,10,3.8,Elementary,Broadus Wood
2017-2018,ACPS,Broadus Wood Elementary,Asian,0,0,Elementary,Broadus Wood
2017-2018,ACPS,Broadus Wood Elementary,Black,0,0,Elementary,Broadus Wood
2017-2018,ACPS,Broadus Wood Elementary,Hispanic,0,0,Elementary,Broadus Wood
2017-2018,ACPS,Broadus Wood Elementary,White,10,4.1,Elementary,Broadus Wood
2017-2018,ACPS,Broadus Wood Elementary,Multiple Races,0,0,Elementary,Broadus Wood
2017-2018,ACPS,Broadus Wood Elementary,Students with Disabilities,2,8.7,Elementary,Broadus Wood
2017-2018,ACPS,Broadus Wood Elementary,Economically Disadvantaged,5,10.2,Elementary,Broadus Wood
2017-2018,ACPS,Broadus Wood Elementary,English Learners,0,0,Elementary,Broadus Wood
2017-2018,ACPS,Broadus Wood Elementary,Homeless,0,0,Elementary,Broadus Wood
2017-2018,ACPS,Broadus Wood Elementary,Military Connected,0,0,Elementary,Broadus Wood
2017-2018,ACPS,Brownsville Elementary,All Students,30,3.9,Elementary,Brownsville
2017-2018,ACPS,Brownsville Elementary,Asian,0,0,Elementary,Brownsville
2017-2018,ACPS,Brownsville Elementary,Black,2,11.1,Elementary,Brownsville
2017-2018,ACPS,Brownsville Elementary,Hispanic,2,4.8,Elementary,Brownsville
2017-2018,ACPS,Brownsville Elementary,White,25,3.9,Elementary,Brownsville
2017-2018,ACPS,Brownsville Elementary,Multiple Races,1,2.9,Elementary,Brownsville
2017-2018,ACPS,Brownsville Elementary,Students with Disabilities,5,8.2,Elementary,Brownsville
2017-2018,ACPS,Brownsville Elementary,Economically Disadvantaged,18,20.2,Elementary,Brownsville
2017-2018,ACPS,Brownsville Elementary,English Learners,0,0,Elementary,Brownsville
2017-2018,ACPS,Brownsville Elementary,Homeless,0,0,Elementary,Brownsville
2017-2018,ACPS,Brownsville Elementary,Military Connected,1,5.3,Elementary,Brownsville
2017-2018,ACPS,Brownsville Elementary,Foster Care,0,0,Elementary,Brownsville
2017-2018,ACPS,Crozet Elementary,All Students,19,5.4,Elementary,Crozet
2017-2018,ACPS,Crozet Elementary,Asian,0,0,Elementary,Crozet
2017-2018,ACPS,Crozet Elementary,Black,1,10,Elementary,Crozet
2017-2018,ACPS,Crozet Elementary,Hispanic,3,12.5,Elementary,Crozet
2017-2018,ACPS,Crozet Elementary,Native Hawaiian,0,0,Elementary,Crozet
2017-2018,ACPS,Crozet Elementary,White,12,4.1,Elementary,Crozet
2017-2018,ACPS,Crozet Elementary,Multiple Races,2,11.8,Elementary,Crozet
2017-2018,ACPS,Crozet Elementary,Students with Disabilities,9,18,Elementary,Crozet
2017-2018,ACPS,Crozet Elementary,Economically Disadvantaged,11,10.6,Elementary,Crozet
2017-2018,ACPS,Crozet Elementary,English Learners,3,16.7,Elementary,Crozet
2017-2018,ACPS,Crozet Elementary,Homeless,0,0,Elementary,Crozet
2017-2018,ACPS,Crozet Elementary,Military Connected,0,0,Elementary,Crozet
2017-2018,ACPS,Crozet Elementary,Foster Care,0,0,Elementary,Crozet
2017-2018,ACPS,Hollymead Elementary,All Students,23,4.9,Elementary,Hollymead
2017-2018,ACPS,Hollymead Elementary,American Indian,0,0,Elementary,Hollymead
2017-2018,ACPS,Hollymead Elementary,Asian,3,3.7,Elementary,Hollymead
2017-2018,ACPS,Hollymead Elementary,Black,1,6.3,Elementary,Hollymead
2017-2018,ACPS,Hollymead Elementary,Hispanic,2,6.3,Elementary,Hollymead
2017-2018,ACPS,Hollymead Elementary,White,14,4.7,Elementary,Hollymead
2017-2018,ACPS,Hollymead Elementary,Multiple Races,3,8.1,Elementary,Hollymead
2017-2018,ACPS,Hollymead Elementary,Students with Disabilities,4,7.5,Elementary,Hollymead
2017-2018,ACPS,Hollymead Elementary,Economically Disadvantaged,8,12.3,Elementary,Hollymead
2017-2018,ACPS,Hollymead Elementary,English Learners,0,0,Elementary,Hollymead
2017-2018,ACPS,Hollymead Elementary,Homeless,0,0,Elementary,Hollymead
2017-2018,ACPS,Hollymead Elementary,Military Connected,1,4.8,Elementary,Hollymead
2017-2018,ACPS,Hollymead Elementary,Foster Care,0,0,Elementary,Hollymead
2017-2018,ACPS,Jack Jouett Middle,All Students,58,10.2,Middle,Journey
2017-2018,ACPS,Jack Jouett Middle,American Indian,0,0,Middle,Journey
2017-2018,ACPS,Jack Jouett Middle,Asian,3,14.3,Middle,Journey
2017-2018,ACPS,Jack Jouett Middle,Black,11,10.2,Middle,Journey
2017-2018,ACPS,Jack Jouett Middle,Hispanic,15,12.5,Middle,Journey
2017-2018,ACPS,Jack Jouett Middle,Native Hawaiian,0,0,Middle,Journey
2017-2018,ACPS,Jack Jouett Middle,White,23,8.6,Middle,Journey
2017-2018,ACPS,Jack Jouett Middle,Multiple Races,4,8.7,Middle,Journey
2017-2018,ACPS,Jack Jouett Middle,Students with Disabilities,16,19.3,Middle,Journey
2017-2018,ACPS,Jack Jouett Middle,Economically Disadvantaged,36,12.5,Middle,Journey
2017-2018,ACPS,Jack Jouett Middle,English Learners,14,11.3,Middle,Journey
2017-2018,ACPS,Jack Jouett Middle,Homeless,3,30,Middle,Journey
2017-2018,ACPS,Jack Jouett Middle,Military Connected,0,0,Middle,Journey
2017-2018,ACPS,Jack Jouett Middle,Foster Care,0,0,Middle,Journey
2017-2018,ACPS,Jackson P. Burley Middle,All Students,59,10.6,Middle,Burley
2017-2018,ACPS,Jackson P. Burley Middle,Asian,1,3.2,Middle,Burley
2017-2018,ACPS,Jackson P. Burley Middle,Black,3,2.9,Middle,Burley
2017-2018,ACPS,Jackson P. Burley Middle,Hispanic,20,17.4,Middle,Burley
2017-2018,ACPS,Jackson P. Burley Middle,White,34,12.7,Middle,Burley
2017-2018,ACPS,Jackson P. Burley Middle,Multiple Races,1,2.6,Middle,Burley
2017-2018,ACPS,Jackson P. Burley Middle,Students with Disabilities,13,16.9,Middle,Burley
2017-2018,ACPS,Jackson P. Burley Middle,Economically Disadvantaged,39,16,Middle,Burley
2017-2018,ACPS,Jackson P. Burley Middle,English Learners,16,16.3,Middle,Burley
2017-2018,ACPS,Jackson P. Burley Middle,Homeless,7,33.3,Middle,Burley
2017-2018,ACPS,Jackson P. Burley Middle,Military Connected,0,0,Middle,Burley
2017-2018,ACPS,Joseph T. Henley Middle,All Students,59,6.9,Middle,Henley
2017-2018,ACPS,Joseph T. Henley Middle,American Indian,0,0,Middle,Henley
2017-2018,ACPS,Joseph T. Henley Middle,Asian,0,0,Middle,Henley
2017-2018,ACPS,Joseph T. Henley Middle,Black,1,5.3,Middle,Henley
2017-2018,ACPS,Joseph T. Henley Middle,Hispanic,1,2.6,Middle,Henley
2017-2018,ACPS,Joseph T. Henley Middle,Native Hawaiian,0,0,Middle,Henley
2017-2018,ACPS,Joseph T. Henley Middle,White,53,7.1,Middle,Henley
2017-2018,ACPS,Joseph T. Henley Middle,Multiple Races,4,13.8,Middle,Henley
2017-2018,ACPS,Joseph T. Henley Middle,Students with Disabilities,14,15.2,Middle,Henley
2017-2018,ACPS,Joseph T. Henley Middle,Economically Disadvantaged,28,27.2,Middle,Henley
2017-2018,ACPS,Joseph T. Henley Middle,English Learners,1,5.9,Middle,Henley
2017-2018,ACPS,Joseph T. Henley Middle,Homeless,0,0,Middle,Henley
2017-2018,ACPS,Joseph T. Henley Middle,Military Connected,0,0,Middle,Henley
2017-2018,ACPS,Joseph T. Henley Middle,Foster Care,0,0,Middle,Henley
2017-2018,ACPS,Leslie H. Walton Middle,All Students,34,9.6,Middle,Walton
2017-2018,ACPS,Leslie H. Walton Middle,American Indian,0,0,Middle,Walton
2017-2018,ACPS,Leslie H. Walton Middle,Asian,0,0,Middle,Walton
2017-2018,ACPS,Leslie H. Walton Middle,Black,0,0,Middle,Walton
2017-2018,ACPS,Leslie H. Walton Middle,Hispanic,2,5.9,Middle,Walton
2017-2018,ACPS,Leslie H. Walton Middle,White,32,12.3,Middle,Walton
2017-2018,ACPS,Leslie H. Walton Middle,Multiple Races,0,0,Middle,Walton
2017-2018,ACPS,Leslie H. Walton Middle,Students with Disabilities,7,12.7,Middle,Walton
2017-2018,ACPS,Leslie H. Walton Middle,Economically Disadvantaged,24,16.9,Middle,Walton
2017-2018,ACPS,Leslie H. Walton Middle,English Learners,1,7.7,Middle,Walton
2017-2018,ACPS,Leslie H. Walton Middle,Homeless,0,0,Middle,Walton
2017-2018,ACPS,Leslie H. Walton Middle,Military Connected,0,0,Middle,Walton
2017-2018,ACPS,Mary Carr Greer Elementary,All Students,68,10.6,Elementary,Greer
2017-2018,ACPS,Mary Carr Greer Elementary,Asian,8,12.1,Elementary,Greer
2017-2018,ACPS,Mary Carr Greer Elementary,Black,17,8.9,Elementary,Greer
2017-2018,ACPS,Mary Carr Greer Elementary,Hispanic,20,11.4,Elementary,Greer
2017-2018,ACPS,Mary Carr Greer Elementary,Native Hawaiian,0,0,Elementary,Greer
2017-2018,ACPS,Mary Carr Greer Elementary,White,18,11,Elementary,Greer
2017-2018,ACPS,Mary Carr Greer Elementary,Multiple Races,3,7,Elementary,Greer
2017-2018,ACPS,Mary Carr Greer Elementary,Students with Disabilities,9,11.7,Elementary,Greer
2017-2018,ACPS,Mary Carr Greer Elementary,Economically Disadvantaged,57,11.8,Elementary,Greer
2017-2018,ACPS,Mary Carr Greer Elementary,English Learners,31,12.3,Elementary,Greer
2017-2018,ACPS,Mary Carr Greer Elementary,Homeless,6,28.6,Elementary,Greer
2017-2018,ACPS,Mary Carr Greer Elementary,Military Connected,0,0,Elementary,Greer
2017-2018,ACPS,Mary Carr Greer Elementary,Foster Care,0,0,Elementary,Greer
2017-2018,ACPS,Meriwether Lewis Elementary,All Students,16,3.7,Elementary,Meriwether Lewis
2017-2018,ACPS,Meriwether Lewis Elementary,Asian,1,7.7,Elementary,Meriwether Lewis
2017-2018,ACPS,Meriwether Lewis Elementary,Black,0,0,Elementary,Meriwether Lewis
2017-2018,ACPS,Meriwether Lewis Elementary,Hispanic,1,5.9,Elementary,Meriwether Lewis
2017-2018,ACPS,Meriwether Lewis Elementary,Native Hawaiian,0,0,Elementary,Meriwether Lewis
2017-2018,ACPS,Meriwether Lewis Elementary,White,13,3.3,Elementary,Meriwether Lewis
2017-2018,ACPS,Meriwether Lewis Elementary,Multiple Races,0,0,Elementary,Meriwether Lewis
2017-2018,ACPS,Meriwether Lewis Elementary,Students with Disabilities,1,2.3,Elementary,Meriwether Lewis
2017-2018,ACPS,Meriwether Lewis Elementary,Economically Disadvantaged,5,10.6,Elementary,Meriwether Lewis
2017-2018,ACPS,Meriwether Lewis Elementary,English Learners,0,0,Elementary,Meriwether Lewis
2017-2018,ACPS,Meriwether Lewis Elementary,Military Connected,0,0,Elementary,Meriwether Lewis
2017-2018,ACPS,Monticello High,All Students,123,11,High,MHS
2017-2018,ACPS,Monticello High,American Indian,0,0,High,MHS
2017-2018,ACPS,Monticello High,Asian,1,3.4,High,MHS
2017-2018,ACPS,Monticello High,Black,11,7.4,High,MHS
2017-2018,ACPS,Monticello High,Hispanic,30,18.1,High,MHS
2017-2018,ACPS,Monticello High,White,73,10.5,High,MHS
2017-2018,ACPS,Monticello High,Multiple Races,8,10.5,High,MHS
