type,county_code,license_name,business_name,premise_street,premise_city,premise_zip_code,business_type
1,59,Mmdavis Investment Group Llc,Potomac Arms,10550 Beach Mill Road,Great Falls,22066,Business
1,59,Great Falls Capital Investment Group Llc,Great Falls Tactical / Eaglehead Arsenal,830 Nethercliffe Hall Rd,Great Falls,22066,Business
7,59,Potomac Technical Services Llc,Potomac Armory/Charlie's Custom Clones,9800 Arnon Chapel Rd,Great Falls,22066,Business
1,59,"Hardy, Terry L",Hardys Firearms,9013 Kiger St,Lorton,22079,Business
1,59,"De Bok, John Phillip",No Business Name Provided,5921 Oak Grove St,Lorton,22079,Residential
1,59,Gilbert Small Arms Range,Sharpshooters Indoor Range And Pro Shop,8194-M Terminal Rd,Lorton,22079,Business
1,59,Sentinel Services Llc,No Business Name Provided,9103 Mariah Jefferson Ct,Lorton,22079,Residential
7,59,Exotic Arms & Tactical Llc,No Business Name Provided,9105 Colgrove Ct,Lorton,22079,Residential
7,59,"Freedom Intelligence, Llc",No Business Name Provided,10612 Belmont Blvd,Lorton,22079,Residential
8,59,"Freedom Intelligence, Llc",No Business Name Provided,10612 Belmont Blvd,Lorton,22079,Residential
9,59,Patriot-Tactical Inc,Patriot Tactical,10595 Furnace Rd #140,Lorton,22079,Business
1,59,The Kenific Group Inc,No Business Name Provided,1207 Corbin Ct,Mc Lean,22101,Residential
1,59,"Bee, Jerry Dean",Beehive,1107 Kensington Road,Mc Lean,22101,Business
1,59,"Gardenier, Robert R",Rrg Hunting & Fishing,7108 Sea Cliff Road,Mc Lean,22101,Business
1,59,Kind Sniper Llc,Kind Sniper,6620 Ivy Hill Dr,Mc Lean,22101,Business
1,59,Ivy Hill Consulting Llc,No Business Name Provided,6616 Ivy Hill Dr,Mc Lean,22101,Residential
7,59,M27 Tactical Llc,M27 Tactical,7119 Merrimac Dr,Mc Lean,22101,Business
1,59,Securiguard Inc,No Business Name Provided,6858 Old Dominion Dr Ste 307,Mc Lean,221010000,Residential
1,59,"Sectek, Inc",Sectek,1650 Tysons Blvd Ste 925,Tysons,22102,Business
7,59,Systems3 Llc,Systems3,8401 Brookewood Ct,Mc Lean,22102,Business
7,59,Lwtw Llc,No Business Name Provided,8026 Birnam Wood Dr,Mc Lean,22102,Residential
1,59,"Hutchins, Richard Atherton",Hutchins Company,10496 Hunting Hills Place,Oakton,22124,Business
1,59,Ground Service Repair & Maintenance Inc,No Business Name Provided,10801 Windcolud Ct,Oakton,22124,Residential
1,59,Oakton Investments Llc,Franklin Sports,11800 Quarter Horse Ct,Oakton,22124,Business
7,59,"Summers, Brian Paul Sr",No Business Name Provided,3114 Bradford Wood Ct,Oakton,22124,Residential
1,153,Us Marine Corps,Marine Corps Exchange Mccs 0120,Marine Corps Exchange Bldg 3500,Quantico,221340229,Business
1,59,Bear Arms Llc,No Business Name Provided,6006 Loretto St,Springfield,22150,Residential
1,59,"Quintilis, Inc",No Business Name Provided,7000 Ridgeway Dr,Springfield,22150,Residential
1,59,"Bowhead Protection And Security Services, Llc",No Business Name Provided,"6564 Loisdale Court, Suite 900",Springfield,22150,Residential
7,59,Bear Arms Llc,No Business Name Provided,6006 Loretto Street,Springfield,22150,Residential
7,59,Dominion Defense Llc,Dd Nfa,7200 Fullerton Rd Suite B,Springfield,22150,Business
7,59,Dominion Defense Llc,No Business Name Provided,7200 Fullerton Rd Suite B,Springfield,22150,Residential
7,59,"Zenith Tactical, Llc",Zenith Tactical,7118 Backlick Road,Springfield,221503103,Business
7,59,Stc Arms Inc,Black River Society,5408 Port Royal Rd   Unit P,Springfield,22151,Business
11,59,Stc Arms Inc,Black River Society,5408 Port Royal Rd Unit P,Springfield,22151,Business
1,59,Armor Scope Inc,No Business Name Provided,6435 Alloway Ct,Springfield,22152,Residential
7,59,Reyco Enterprises Llc,Springfield Sporting Supplies,8552 Bauer Circle,Springfield,22152,Business
1,59,Avitem Global Llc,Teutonic Arms,7670 Northern Oaks Court,Springfield,22153,Business
1,59,"Adroit Gunsmithing, Llc",Adroit Gunsmithing,7721 Modisto Lane,Springfield,22153,Business
7,59,Tactical Coating Systems Llc,Templar Rifle Company,7631-F Fullerton Rd,Springfield,22153,Business
7,59,Corporate Security Llc,Corporate Arms,8720 Wadebrook Terrace,Springfield,22153,Business
1,59,Northern Virginia Gun Works Inc,No Business Name Provided,7518-K Fullerton Road,Springfield,221530000,Residential
1,59,Cameo Coins & Collectibles Lc,No Business Name Provided,"444 Maple Avenue, East",Vienna,22180,Residential
1,59,Patriot Guns Llc,Patriot Guns,1004 Delilah Dr Sw,Vienna,22180,Business
1,59,Deal Hunter Estate Sales Llc,Vienna Gun & Gold,386 Maple Avenue East Suite 200,Vienna,22180,Business
1,59,Alpha Tactical Supply Llc,No Business Name Provided,1421 Cottage St Sw,Vienna,22180,Residential
7,59,"Nomic Precision, Llc",Nomic Arms,1201 Drake Street Sw,Vienna,22180,Business
10,59,"117 Industries, Llc",No Business Name Provided,1001 Mountfort Ct Sw,Vienna,22180,Residential
1,59,"Sobel, Don Ltd",Clock Shop Of Vienna,109 Church St Nw,Vienna,221800000,Business
1,59,"Brixtel Defense, Llc",No Business Name Provided,1934 Old Gallows Road Suite 325,Vienna,22182,Residential
1,59,Iron Sights Llc,No Business Name Provided,9850 Lieuvin Ct,Vienna,22182,Residential
7,59,"Faze1, Llc",No Business Name Provided,2141 Red Vine Dr,Vienna,22182,Residential
7,59,"Milicon - Us, Llc",No Business Name Provided,1419 Wynhurst Lane,Vienna,22182,Residential
7,59,Lotus Tactical Llc,No Business Name Provided,"8466c Tyco Road, 2nd Floor",Vienna,22182,Residential
7,59,Disengaged Incorporated,Disengaged,9732 Cinnamon Creek Drive,Vienna,22182,Business
9,59,Omnitru Technologies Llc,No Business Name Provided,"1934 Old Gallows Rd, Suite 402",Vienna,22182,Residential
1,153,"Sert, Llc",No Business Name Provided,16135 Kennedy Street,Woodbridge,22191,Residential
1,153,Dc Arms Llc,Dc Arms,2527 Tabor Ct,Woodbridge,22191,Business
2,153,Woodbridge Coins & Jewelry Exchange Inc,Woodbridge Gold & Pawn,13572 Jefferson Davis Hwy,Woodbridge,22191,Business
7,153,Gunbunny Outfitters Llc,Gunbunny Outfitters,2710 Wakewater Way,Woodbridge,22191,Business
1,153,"Artillery Depot, Llc",No Business Name Provided,11788 Chanceford Drive,Woodbridge,22192,Residential
1,153,"Cox, Mike S",Cox Arms,3814 Pennington Ln,Woodbridge,22192,Business
1,153,"Jordan, David M",No Business Name Provided,12546 Caleb Ct,Woodbridge,22192,Residential
1,153,Pawn Usa Inc,Pawn Usa,13879 Smoketown  Rd,Woodbridge,22192,Business
6,153,"Cox, Mike S",No Business Name Provided,3814 Pennington Ln,Woodbridge,22192,Residential
7,153,The Ballistics Center Llc,No Business Name Provided,2601 Woodfern Ct,Woodbridge,22192,Residential
1,153,"Gillis, Brian Joseph",Depot 2a,5724 Rhode Island Dr,Woodbridge,22193,Business
1,153,Firebreak 4 Llc,Bh Tactical,3211 Fledgling Circle,Woodbridge,22193,Business
1,153,W E Reed Enterprises Inc,American Training And Firearms,3602 Freemont Pl,Woodbridge,22193,Business
1,153,"Campbell, Ronald Lee",Lee's Guns,5306 Saphair Ct,Woodbridge,22193,Business
1,153,All Shooters Tactical Inc,No Business Name Provided,3310 Noble Pond Way Ste 108,Woodbridge,22193,Residential
1,153,Innovative Defense Services And Supples Llc,No Business Name Provided,14701 Stratford Dr,Woodbridge,22193,Residential
1,153,Diablotinip Llc,No Business Name Provided,13843 Meadowbrook Rd,Woodbridge,22193,Residential
1,153,"All Shooters Tactical, Inc",No Business Name Provided,3310 Noble Pond Way Ste 108,Woodbridge,22193,Residential
2,153,Metro Pawn Inc,The Vault Jewelry And Loan,13177 Centerpointe Way,Woodbridge,22193,Business
7,153,Quiet Enjoyment Group (Qeg) Llc,Quiet Enjoyment Industries (Qei),14867 Prestige Drive,Woodbridge,22193,Business
8,153,Quiet Enjoyment Group (Qeg) Llc,Quiet Enjoyment Industries (Qei),14867 Prestige Drive,Woodbridge,22193,Business
1,153,"Bowling, Lloyd R & Bowling, Dorothy J",R & J Automotive,4621 Evansdale Rd,Dale City,221930000,Business
1,153,"Maddalena, Matthew A",No Business Name Provided,13313 Keystone Dr,Dale City,221935212,Residential
1,13,Broadstone Security Llc,Nova Armory,2607 Wilson Blvd,Arlington,22201,Business
2,13,Famous Pawn Inc,First Cash Pawn,3100 Lee Hwy,Arlington,22201,Business
8,13,Broadstone Security Llc,Nova Armory,2607 Wilson Blvd,Arlington,22201,Business
1,13,Chaotic Tactical Weaponry And Solutions Llc,No Business Name Provided,3535 S Ball St Apt# 730 ,Arlington,22202,Residential
1,13,Gucci Guns Llc,No Business Name Provided,1100 20th St S,Arlington,22202,Residential
1,13,"Fishbaugh, Franklin J",Specialty Systems Services,1212 25th Street South,Arlington,22202,Business
8,13,Ep International Llc,No Business Name Provided,1315 23rd St S,Arlington,22202,Residential
1,13,United States Marine Corps,Marine Corps Exchange Mccs 1100,1555 Southgate Rd,Arlington,22204,Business
1,13,Njr Enterprises Inc,The Transporter,5550 Columbia Pike 842,Arlington,22204,Business
8,13,"Faucette, Michael",No Business Name Provided,16 S Lexington St,Arlington,22204,Residential
1,13,"Costello, Edward T",No Business Name Provided,3109 N Inglewood St,Arlington,22207,Residential
7,13,Parker Whetsell Group Llc,No Business Name Provided,4051 27th St N ,Arlington,22207,Residential
1,510,"Saylor, Fredrick A",Concept Services,207 W Mason Ave,Alexandria,223010000,Business
1,59,The Trophy Room Llc,No Business Name Provided,2904 Farmington Drive,Alexandria,22303,Residential
1,59,Parabellum Sports Llc,No Business Name Provided,2842 Fairhaven Ave,Alexandria,22303,Residential
8,59,International Supplies And Logisitcs Llc,Ready Set Ammo,4940c Eisenhower Ave,Alexandria,22304,Business
7,510,"Kitlinski Enterprises, Llc",Kitlinski Arms,3624 Orlando Pl,Alexandria,22305,Business
1,59,"Faber, James Michael",No Business Name Provided,4407 Hillside Ct,Alexandria,22306,Residential
1,59,H & F Arms Llc,No Business Name Provided,7524 Richmond Hwy Ste 260,Alexandria,22306,Residential
8,59,Reiby Consulting Llc,No Business Name Provided,6809 Richmond Hwy,Alexandria,22306,Residential
1,59,"Lamarra, Michael",Bulls Eye Supply Trading Company,3805 Stoneybrooke Ct,Alexandria,223060000,Business
2,59,Pawnbrokers Of Alexandria Inc,No Business Name Provided,7518 Richmond Hwy,Alexandria,223060000,Residential
1,59,Potomac Armory Inc,No Business Name Provided,8906 Captains Row,Alexandria,22308,Residential
11,59,Munimentum Consulting Llc,No Business Name Provided,8701 Standish Road ,Alexandria,22308,Residential
1,59,Budd Engineering And Operations Group Llc,No Business Name Provided,3461 Sun Up Way,Alexandria,22309,Residential
7,59,Spray & Pray Justice Llc,No Business Name Provided,4217 Laurel Rd,Alexandria,22309,Residential
7,59,"Verity Enterprises, Llc",Ogre Arms,8332 Wagon Wheel Road,Alexandria,22309,Business
7,59,"Lohman, Michael Daniel Casey",Eaglepoint Tactical,4821 Lawrence St,Alexandria,22309,Business
1,59,"Bradford, Mark",No Business Name Provided,5812 Lane Dr,Alexandria,22310,Residential
1,59,Tactical Coating Systems Llc,Templar Rifle Company,6327 Gentele Court,Alexandria,22310,Business
1,59,Robb Weapons Llc,No Business Name Provided,5720 Thomas Edison Ct,Alexandria,22310,Residential
7,59,Ataeo Llc,No Business Name Provided,5656 Clouds Mill Drive,Alexandria,22310,Residential
1,59,Alexandria Auctions Llc,No Business Name Provided,5622 General Washington Dr,Alexandria,22312,Residential
7,59,"Aardwolf, Llc",Aardwolf Solutions,1127 N Chambliss St,Alexandria,22312,Business
8,59,"Kwaan Bear It Solutions, Llc",Kwaan Tactical,5500 Cherokee Ave Ste 100,Alexandria,22312,Business
11,59,"Black Bear Technology Solutions, Llc",Black Bear Tactical,5500 Cherokee Ave Ste 100,Alexandria,22312,Business
1,59,"Fisk, Jeffery",Jayefs Guns,4949 Manitoba Dr #324,Alexandria,223120000,Business
1,510,"Refero Communications, Inc","Refero Communications, Inc",1450 Duke St,Alexandria,22314,Business
1,510,Diversified Protection Corporation,No Business Name Provided,2850 Eisenhower Ave Ste 300,Alexandria,22314,Residential
7,510,Culmen International Llc,No Business Name Provided,99 Canal Center Plaza Ste 410,Alexandria,22314,Residential
11,510,Culmen International Llc,No Business Name Provided,99 Canal Center Plaza Ste 410,Alexandria,22314,Residential
1,510,"Barnes, Mark James",Collectors Services,206 N Washington St Ste 324,Alexandria,223142528,Business
1,59,A Rogers Llc,Protect & Defend Firearms Academy And Outfitters,6468 Sutcliffe Dr,Alexandria,22315,Business
1,59,Profession Of Arms Llc,No Business Name Provided,6654 Patent Parish Lane,Alexandria,22315,Residential
1,59,"Kaminsky, Albert F Jr",No Business Name Provided,7461 Brighouse Ct,Alexandria,223153835,Residential
1,177,Eagle Security Group Inc,Eagle,1380 Central Park Blvd Ste 202,Fredericksburg,22401,Business
1,630,Crutchfield Consulting Llc,No Business Name Provided,2 Warfield Pl,Fredericksburg,22401,Residential
1,630,"Academy, Ltd",Academy Sports & Outdoors #349,1320 Carl D Silver Parkway,Fredericksbrg,22401,Business
1,630,Obsidian Solutions Group Llc,No Business Name Provided,1320 Central Park Blvd Suite 304,Fredericksburg,22401,Residential
1,630,Ssg International Inc,Ssg Tactical,610 Westwood Office Park,Fredericksburg,22401,Business
1,630,Legacy Tactical And Arms Llc,No Business Name Provided,921 Caroline St,Fredericksburg,22401,Residential
2,630,Fredericksburg Pawn Inc,The Vault Jewelry And Loan,447 Jefferson Davis Hwy,Fredericksburg,22401,Business
7,630,Legacy Tactical & Arms Llc,No Business Name Provided,921 Caroline St,Fredericksburg,22401,Residential
7,630,Nova Septic Llc,No Business Name Provided,1042 Imagine Ln,Fredericksburg,22401,Residential
7,630,Ssg Nfa 2 Inc,Ssg Tactical,610 Westwood Office Park,Fredericksburg,22401,Business
7,630,Vxl Enterprises Llc,No Business Name Provided,701 Kenmore Avenue Suite 230,Fredericksburg,22401,Residential
1,179,Corajohn Llc,Corajohn Defense,664 Lancaster St,Fredericksburg,22405,Business
1,179,Fbn Range Llc,The Range,62 Potomac Creek Drive,Fredericksburg,22405,Business
1,179,Wal-Mart Stores East Lp,Wal-Mart #2520,125 Washington Square Plz,Fredericksburg,22405,Business
1,179,"Bowman, Brent R",No Business Name Provided,48 Welford Ln,Fredericksburg,22405,Residential
1,179,Gf Range Llc,Gfr Llc,30 Walsh Lane,Fredericksburg,22405,Business
1,179,"Lamb, Kenneth Earl",No Business Name Provided,41 Wood Landing Rd,Fredericksburg,22405,Residential
1,179,Cavalry Ridge Llc,Black Steel Solutions,647 White Oak Road Aux Building,Fredericksburg,22405,Business
7,179,"Duitsman, Daniel Raye",No Business Name Provided,211 Old Landing Court,Fredericksburg,22405,Residential
7,179,Reliable Fiber Solutions Llc,Rf Tactical,76 Cannon Ridge Dr,Fredericksburg,22405,Business
9,179,Gfy Logistics Llc,No Business Name Provided,5 Garner Drive,Fredericksburg,22405,Residential
11,179,Fn America Llc,Fnh Usa/Fn,14 Hazel Park Ln,Fredericksburg,22405,Business
2,179,All Star Pawn & Gold  Llc,All Star Pawn,404 Kings Hwy,Fredericksburg,224050000,Business
1,179,"Thompson, Michael Phillips",No Business Name Provided,20 Walnut Grove Dr,Fredericksburg,22406,Residential
1,179,"Wiley, Jeffrey E",No Business Name Provided,87 Debbie Dr,Fredericksburg,22406,Residential
1,179,Team One Network Llc,No Business Name Provided,620 Richards Ferry Rd,Fredericksburg,22406,Residential
1,179,"Red And Black Enterprises, Llc",No Business Name Provided,315 Richards Ferry Road,Fredericksburg,22406,Residential
1,179,Owle Llc,Caliber Firearms & Accessories,102 Fleet Rd,Fredericksburg,22406,Business
1,179,Tactical Solutions Corporation,No Business Name Provided,1079 Mountain View Rd,Fredericksburg,22406,Residential
1,179,Thomas Custom Inc,No Business Name Provided,14509 Spring Mill Rd,Fredericksburg,22406,Residential
1,179,"Morone, Thomas C",Neighborhood Warlord,160 Queen Laurens Court,Fredericksburg,22406,Business
6,179,Pro Rifles Llc,No Business Name Provided,24 Winslow Rd,Fredericksburg,22406,Residential
7,179,Team Crucible Llc,Team Crucible Llc,60 Jack Ellington Rd,Fredericksburg,22406,Business
7,179,Pro Rifles Llc,Pro Custom Coatings,24 Winslow Rd,Fredericksburg,22406,Business
7,179,Raven Rocks Precision Llc,No Business Name Provided,"1120 International Parkway, Unit 137",Fredericksburg,22406,Residential
7,179,"Terminal Performance Associates, Llc",Terminal Performance,110 Hartlake Dr,Fredericksburg,22406,Business
7,179,Weidner Consulting Llc,First Strike Munitions,1186 Warrenton Rd Ste 102,Fredericksburg,22406,Business
7,179,"Hamilton Strategic Solutions, Llc",Hss Defense,59 Jack Ellington Rd,Fredericksburg,22406,Business
7,179,Mustang Armament & Consulting,No Business Name Provided,79 Locksley Lane,Fredericksburg,22406,Residential
8,179,Raven Rocks Precision Llc,No Business Name Provided,"1120 International Parkway, Unit 137",Fredericksburg,22406,Residential
11,179,Dag Ammo Corp,No Business Name Provided,"1127 International Pkwy, Suite 222",Fredericksburg,22406,Residential
1,179,"Rivenbark, Daniel Taylor",Precision Machine & Firearm Service,955 Ramoth Church Rd,Fredericksburg,224060000,Business
1,177,Mtsr,No Business Name Provided,9304 Bellwood Drive,Fredericksburg,22407,Residential
1,177,Gun Works Of Va Llc,No Business Name Provided,12108 Chewning Ln,Fredericksburg,22407,Residential
1,177,"Sportsman's Warehouse, Inc",Sportsman's Warehouse #279,3708 Plank Road,Fredericksburg,22407,Business
1,177,"Hare, William S",No Business Name Provided,#6 Sanford Cir,Fredericksburg,22407,Residential
1,177,Wal-Mart Stores East Lp,Walmart #5343,10001 Southpoint Pkwy,Fredericksburg,22407,Business
1,177,Big Shot Llc,Shoot Yeah Firearms,5528 Carousel St,Fredericksburg,22407,Business
1,177,Keller Industries Llc,No Business Name Provided,9321 Blue Pine Lane,Fredericksburg,22407,Residential
1,177,Binary Arms Llc ,Binary Arms,5209 Plank Rd ,Fredericksburg,22407,Business
2,177,"Munsee, David",Liberty Pawn And Gold,5044 Plank Rd,Fredericksburg,22407,Business
2,177,Liberty Pawnshop & Gold Llc,No Business Name Provided,616 Stoney Creek Drive,Fredericksburg,22407,Residential
2,177,"Pawn King, Llc",Pawn King Llc,4401 Plank Rd,Fredericksburg,22407,Business
7,177,Gp Tactical Llc,Gp Tactical,7526 Stonegate Manor Dr,Fredericksburg,22407,Business
